BRAND,JRPSKU,OEMSKU,DESCRIPTION,IN-STOCK,COST,MAP
Xona,XON2062082,2062082,"XONA KT3M 0.85A/R XR65",No,378.43665,384.62378
Xona,XON2062085,2062085,"XONA KT3M 0.85A/R XR67",No,378.43665,384.62378
Xona,XON2062090,2062090,"XONA KT3M 0.85A/R XR68",No,378.43665,384.62378
Xona,XON31130,31130,"XONA X1C XR4955 LHR",No,1825.21527,2225.49403
Xona,XON31140,31140,"XONA X1C XR5455 LHR",No,1825.21527,2225.49403
Xona,XON31150,31150,"XONA X1C XR5755 LHR",No,1825.21527,2225.49403
Xona,XON31160,31160,"XONA X1C XR6155 LHR",No,1825.21527,2225.49403
Xona,XON31500,31500,"XONA X1C XR5457S LHR",No,1825.21527,2225.49403
Xona,XON31510,31510,"XONA X1C XR5757S LHR",No,1825.21527,2225.49403
Xona,XON31520,31520,"XONA X1C XR6157S LHR",No,1825.21527,2225.49403
Xona,XON33000,33000,"XONA X3C XR6157S LHR",No,2103.96091,2563.33375
Xona,XON33090,33090,"XONA 53/73 68/64 0.7 300-600",No,1913.29891,2330.30238
Xona,XON33100,33100,"XONA X3C XR7164 LHR",No,1913.29891,2330.30238
Xona,XON33110,33110,"XONA 57.5/79 68/64 0.7 350-680",No,1988.02064,2422.12639
Xona,XON33120,33120,"XONA 59.5/82 68/64 0.7 370-750",No,1913.29891,2330.30238
Xona,XON33130,33130,"XONA 62.5/86 68/64 0.7 410-820",No,1913.29891,2330.30238
Xona,XON33140,33140,"XONA 64/88 68/64 0.7 430-860",No,1913.29891,2330.30238
Xona,XON33220,33220,"XONA 64/88 76/68 0.7 430-860",No,2088.35117,2604.58810
Xona,XON33230,33230,"XONA 68/94 76/68 0.7 500-1000",No,2136.29543,2604.58810
Xona,XON33300,33300,"XONA 51.5/71 62/55 0.7 280-570",No,1825.21527,2225.49403
Xona,XON33310,33310,"XONA X3C XR6155 LHR",No,1825.21527,2225.49403
Xona,XON33315,33315,"XONA X3C XR6555 LHR",No,1825.21527,2225.49403
Xona,XON33650,33650,"XONA X3C XR8264S LHR",No,2103.96091,2563.33375
Xona,XONM00040,M00040,"XONA Speed Sensor Only M6x0.5",No,328.90867,449.32677
Xona,XONM00140,M00140,"XONA Turbine Speed Gauge",No,430.37208,410.30240
